seed,IGD,HV
0,0.2891985295222125,66.14805794042438
1,0.25840590905565375,67.60852892426163
2,0.23904979006749305,68.04959443579702
3,0.27237447658393893,66.73543034960748
4,0.22580121802625092,68.83636984933446
5,0.29032070093406914,65.57017499412581
6,0.26570342321461227,67.40115105162363
7,0.25785770411415404,67.21495721126023
8,0.2401900826414643,68.84734628730405
9,0.26355361581222847,67.02336603028601
10,0.25012001555318175,67.74678376727002
11,0.26560804281052197,67.11654549862448
12,0.2445162611571599,68.2182311702161
13,0.26398916159904806,66.76207478047326
14,0.2556760404868152,67.92376084623315
15,0.24163332941028492,67.60806206012882
16,0.24685950941938528,68.00376338429872
17,0.26575640399778644,67.21144313816713
18,0.3159105942386148,64.56972174131046
19,0.30459160911848193,64.2680584594965
20,0.24240823194415176,68.07430203877044
21,0.23241490564279788,68.7620046760354
22,0.2534251455393473,67.98598163926937
23,0.2901952647520676,65.43496677378373
24,0.2328328130654749,68.74531034777877
25,0.25056740531110827,67.78294797121049
26,0.23860971901753233,68.66360836231806
27,0.26918990938552495,66.91825113883363
28,0.23151935502591023,68.35966964166421
29,0.24841043321842673,67.96978969729938
