seed,IGD,HV
0,0.5338798913183019,54.776507924155254
1,0.5438890228481895,53.27212272998795
2,0.5209039434086731,54.991976969281026
3,0.4925076608191031,56.074203544020946
4,0.5629213580623049,52.85495091401398
5,0.5199868670881793,56.140543524354634
6,0.5394686792378275,53.785508046270735
7,0.538855589776236,54.10048823635531
8,0.5483920416491885,53.690058165518685
9,0.48614718452858624,55.71077860584322
10,0.5256056172257899,54.949601431038644
11,0.5266407754762793,54.084170550734555
12,0.5464187142372017,53.612278255051706
13,0.522323079968891,54.583981891699636
14,0.5419139860140245,54.285964331012515
15,0.5154554999563215,54.274137164085076
16,0.5375786898133321,55.54161657490512
17,0.543178668647332,53.92780306202486
18,0.5155847142106015,54.32390938694246
19,0.5011124611464971,55.590439603299316
20,0.5591895771164747,52.33818009736953
21,0.5372344813821021,53.511807533414995
22,0.5211403638631795,53.5197731406285
23,0.5142696905689349,54.48297040000488
24,0.516766815132818,55.077100478251495
25,0.5058469176418923,56.558982049737324
26,0.5243296667804254,54.9261123371012
27,0.5670548764933742,52.83473000571651
28,0.5058225023226847,55.83171087294708
29,0.5741802339283065,53.438253780732424
