seed,IGD,HV
0,0.12186615625979952,6.528209302152347
1,0.06275787475590638,6.893685103464631
2,0.1971975099982136,6.269790406949344
3,0.07289515135860793,6.8534092973613925
4,0.15863514712279098,6.323288248802188
5,0.20515099170367726,6.233033520807489
6,0.20690498997776646,6.214872403837274
7,0.09925776031716158,6.643092037275634
8,0.09911138254572524,6.6687441389802995
9,0.08797118186430854,6.791369817537696
10,0.12791418983217095,6.4888654023429435
11,0.20540976966040564,6.242288326523298
12,0.09587676281219196,6.653889860584628
13,0.21327109034302924,6.196671446547345
14,0.20313472565928894,6.24835687247009
15,0.2018600042461885,6.252781122784524
16,0.0799322329149755,6.797110921146567
17,0.07835630251011728,6.794840507443699
18,0.20323461441426421,6.2422543036715705
19,0.21264189155476695,6.195623302450493
20,0.17640749010470433,6.230912815646341
21,0.08833396315331336,6.737681420602869
22,0.2177274857823485,6.173530721855621
23,0.07532928131773647,6.819920825496778
24,0.12033998935108363,6.514941502312796
25,0.19780799655895312,6.272088960921196
26,0.07339776785496725,6.8141200988882815
27,0.12202829032482106,6.51499775886785
28,0.1969082269972855,6.274553598990047
29,0.1250995903130076,6.497598483597071
