seed,IGD,HV
0,0.26413560732666846,4.1563652295400555
1,0.3228874368565663,4.025235024574296
2,0.2556396182541716,4.175926475744562
3,0.2487085342281748,4.191209106807562
4,0.2880532902635659,4.094958043850453
5,0.21482580527417725,4.278352108505319
6,0.28719068103631523,4.100027286537261
7,0.23373250862042552,4.220112739881724
8,0.31029403461076693,4.04878943583092
9,0.24232023075534798,4.207997844712216
10,0.2340090303409076,4.227024720248719
11,0.21304367999680413,4.287795882359988
12,0.21205576927799696,4.289400646763638
13,0.2372952837870502,4.2237741677697995
14,0.31826680680255093,4.036168680498282
15,0.3348697905387221,4.004123316121603
16,0.30639184196504776,4.059981421036836
17,0.3566139254373409,3.943644678432601
18,0.30352235109826187,4.053927080840775
19,0.301002474310039,4.070940843771272
20,0.29947999908286627,4.060529557614029
21,0.27019402253708846,4.140125988485632
22,0.19093864921559753,4.354863422961358
23,0.3057526372904879,4.05586061543037
24,0.35182598770023416,3.963765200568995
25,0.23920429635908197,4.216381220720258
26,0.35256044520093227,3.972340615108477
27,0.3494063058107973,3.969291269137455
28,0.2609475057290201,4.160339593205857
29,0.2292685724099613,4.240841558840418
