seed,IGD,HV
0,0.042179441415583094,7.185030777708863
1,0.019061090142117133,7.363496535508741
2,0.02016990547225391,7.3370992963986765
3,0.0378269872903672,7.264743559196635
4,0.02220409533241022,7.276494655911407
5,0.0402714732349701,7.238953516324444
6,0.018839706001812256,7.358240202816273
7,0.11485521490084033,6.917613104986438
8,0.013762744372851847,7.378909639506732
9,0.03460307538018116,7.282698447383108
10,0.006847805453451086,7.410569560960687
11,0.030234992156532883,7.245723334809012
12,0.018492180009931688,7.341865984820154
13,0.02290502387907576,7.330163184040759
14,0.01965394556176355,7.339726615971787
15,0.014740220353797653,7.357221730988843
16,0.02741013567434633,7.308286384375759
17,0.023256301955292255,7.350602098459286
18,0.024192113847796706,7.338841095659745
19,0.017812860795917318,7.3544820303859915
20,0.016620417472540894,7.381428913899842
21,0.016203792307680535,7.32691024458532
22,0.03069869316912331,7.297025802064323
23,0.024848242665369284,7.351529417332879
24,0.024951767047230358,7.322806682540726
25,0.015994606029665487,7.393624182017165
26,0.009629042357061676,7.382600434330958
27,0.017917826195444513,7.363896793807467
28,0.013148571379692024,7.385655035949088
29,0.023391189810185672,7.345096450142424
