seed,IGD,HV
0,0.3198433147025451,62.85423429214476
1,0.5429924031463952,52.62963759356266
2,0.4941509830040149,55.43219161465971
3,0.4122407929647611,58.91498607916671
4,0.6134458629026271,50.585557466596185
5,0.853773943128268,41.68248293574656
6,0.5526148184402182,52.5088158606072
7,0.2634585894351411,65.77515222745944
8,0.5037988399476534,54.316380482932416
9,0.37846232847209366,60.30874874731375
10,0.4202471109689879,58.2696653835197
11,0.33916211164750854,62.16234662736488
12,0.48044297903528665,54.9968161474651
13,0.5563854523812508,52.20944664066943
14,0.5573389291989272,52.51472371904582
15,0.6102946883720413,50.045253354743735
16,0.41051118301427336,58.86020737506344
17,0.7260137980801036,44.84112092325922
18,0.29671742281749086,64.602919306058
19,0.48474621246157623,55.74093886354236
20,0.44814685671648974,56.73173645047162
21,0.7670490657917671,43.441839004378934
22,0.6423554547019994,49.11340357711888
23,0.42522770430479406,58.039364608539856
24,0.5683800275845649,52.22411054638939
25,0.45997149825957395,56.021957442936966
26,0.4805505312052588,57.252154078129045
27,0.6298259770421142,49.89131575397982
28,0.5097001592674525,55.05469399203087
29,0.42192710779988113,58.30624086922761
