seed,IGD,HV
0,0.8120506100576814,48.15340878553744
1,0.6090844202534595,51.985939053737624
2,0.620906960836702,51.75593834450481
3,0.6340827416559782,51.43861313922539
4,0.6720389516962438,50.43237745926928
5,0.6773537456229457,50.501874481357156
6,0.6160694669032721,51.287719711573914
7,0.6891350373538281,49.622228242537524
8,0.6977668557815497,49.745359864462
9,0.6326776113218767,51.08087998214841
10,0.7061831426870961,49.78744194546527
11,0.6316760182589888,51.63597012840508
12,0.6728681639595278,50.37421028458497
13,0.6404003114036649,50.67729799458976
14,0.6511671545547052,50.62755405280208
15,0.596034412900804,51.667820103929415
16,0.6983294937709049,49.448006988882675
17,0.7004063197344156,50.207035473049295
18,0.47414740230399616,58.41374629796174
19,0.6587356367932136,50.1574783488521
20,0.6528023753492245,49.9458859249359
21,0.5777254036529613,53.329632057719294
22,0.5671949527112158,52.852823021608344
23,0.6754596668882594,50.62408634192971
24,0.7040136016845633,50.432705681263236
25,0.6822206648516863,50.018631769271444
26,0.6171312910818043,52.33829334233463
27,0.7019451449796842,49.4219163458174
28,0.5996802412077865,52.2573804056301
29,0.683694517389632,50.52230774927688
