seed,IGD,HV
0,0.11088489930127668,4.638371190783528
1,0.14724578330901378,4.497149224878955
2,0.01858285315647307,5.229362257010456
3,0.0020281320397398275,5.5769871520741585
4,0.002042688016867824,5.5787988951583705
5,0.09739690609417524,4.69444683290396
6,0.0016504291474969022,5.579912220142949
7,0.011551549407398293,5.358640236230968
8,0.02386658576766463,5.188129113723344
9,0.057051029063999455,4.913615427432159
10,0.14339678355752972,4.505122781116398
11,0.002959064564648662,5.569146365393354
12,0.09420519634206834,4.712053147113386
13,0.008515160982129654,5.435105415312469
14,0.002058427851890301,5.577706340169158
15,0.0017650966097123558,5.579346152916401
16,0.06874766268563247,4.847142670164556
17,0.002956816218581244,5.568757623562542
18,0.15919907138229109,4.452581058488531
19,0.0829032356217693,4.765490394997556
20,0.10511807786463283,4.6494223913774375
21,0.002099702341397597,5.576449439667458
22,0.08690315923300279,4.751047058051678
23,0.1438684230303973,4.508323550412657
24,0.0827560989445711,4.7633489604748736
25,0.18715156496842336,4.362769576843525
26,0.0020570639874545045,5.577369401947098
27,0.09492534288577487,4.705168028675213
28,0.10478063987510514,4.661693988873869
29,0.11572326217149163,4.614913999660065
