seed,IGD,HV
0,0.2503755437209294,67.3182646476088
1,0.2654300609244887,67.13301214659323
2,0.2816913596184154,66.09149050905647
3,0.2494060460733999,67.92558923125598
4,0.23105620553132902,68.42736062208
5,0.2588096458090876,67.2969688185213
6,0.25593517019984163,67.59239468832091
7,0.25653067860404327,67.64491343763204
8,0.26295487168647436,67.02632270183707
9,0.24466417542984153,68.31977410241537
10,0.25864672957422064,67.47110526680848
11,0.24805824354917258,67.7178338711709
12,0.2714655461540732,66.89214375618626
13,0.2746668851474492,66.19471767266415
14,0.2756203945809932,66.58128440227729
15,0.27147573302902045,66.55298986782239
16,0.2681278405236519,66.49175426442436
17,0.2651881298933207,66.65627494038594
18,0.25533593388013054,67.16374541751541
19,0.26495953033389497,66.96045718525411
20,0.26810203946155176,66.96920766748677
21,0.25764125102548596,67.39233922577576
22,0.22667872666702327,68.96759299309983
23,0.2797567181572347,66.55874300125203
24,0.24741872334589404,67.8572956682515
25,0.25334779471859775,67.78692082931792
26,0.2662932346872951,66.72863520026603
27,0.2804346859474677,66.269977201301
28,0.2603502484619784,67.19264678990784
29,0.29951413119307824,65.13093398714452
