seed,IGD,HV
0,0.5412830235793529,54.247086980101756
1,0.5861385628846534,52.038368724466636
2,0.550985246263595,53.04980055367697
3,0.5699652352164063,52.57804880895737
4,0.5942443566837158,51.764570448950536
5,0.5901706959855898,52.253719775642836
6,0.5631997949256813,52.6905264649427
7,0.6176872824402921,50.637047471140555
8,0.6025867406220619,51.30158675762367
9,0.5740685824244347,52.195782616233046
10,0.5797309312451544,52.14260606640059
11,0.5963106259888226,51.821463465185786
12,0.5680348866453836,52.67190661214093
13,0.5972006473765356,50.83554564776862
14,0.5947171917746917,50.94281326575479
15,0.5123218575221022,54.63819457752267
16,0.5872593428245442,51.71251461291748
17,0.5214705072630603,55.392187011974215
18,0.4903492926992232,56.69793593804688
19,0.5773962566641916,51.92204172579736
20,0.6096153081926784,50.366662443367446
21,0.5771376254880713,52.58554662516116
22,0.6129959270685063,50.85777859043074
23,0.5718398311955759,52.429359698521054
24,0.5598728342466667,52.8523925580979
25,0.6338060840619708,50.43083417463052
26,0.5573298954954128,54.426911518878455
27,0.6388008509850011,50.15449237638185
28,0.5769603401810661,52.04918946257356
29,0.567495073379339,52.270004162921
