seed,IGD,HV
0,0.0011417049424519157,5.153404770735776
1,0.0011620327127055414,5.153421490654347
2,0.0012674097110183644,5.153295709949627
3,0.0011547348774682369,5.153494086906758
4,0.001320468783803999,5.15338061515664
5,0.0012488647924150755,5.153214898370148
6,0.0012582026263502234,5.153494985625952
7,0.0012530820490461883,5.1533226984360985
8,0.0011766784029680639,5.153421503491527
9,0.0012256997928317697,5.153326616753297
10,0.0011086347568822544,5.153468666301153
11,0.0012633224749402047,5.153498886437593
12,0.0013901954652857298,5.1533864778278184
13,0.0012755259973855966,5.153247879647622
14,0.0012510879583201725,5.153354446253417
15,0.0012886869059056992,5.153282274625378
16,0.0012939239957969987,5.153349305885396
17,0.0011422548707998104,5.153529088269931
18,0.001202910012359834,5.153389426305093
19,0.0013557948445328248,5.153062585533554
20,0.0013653201592760428,5.153177832932573
21,0.0012843229745084284,5.1532232578144015
22,0.0011714310768250649,5.153465162127464
23,0.0012195067272816596,5.1532877494531375
24,0.001313913930219687,5.153309311545841
25,0.0011546450353927978,5.15351154142541
26,0.0011651796509584095,5.1533356948087725
27,0.0011340254967678056,5.153342373554816
28,0.001253213706831853,5.153426561982996
29,0.0011571110118151215,5.153489253283691
